1	0.238622	0.761379	0.46973		0.402079723	0.597920277
2	0.997278	0.0027219	0.993951		1	0
3	0.000718902	0.999281	0.998402		0.140482128	0.859517872
4	0.99969	0.000310088	0.999311		0.620598007	0.379401993
5	0.12184	0.87816	0.729245		0.677419355	0.322580645
6	0.610039	0.389961	0.13342		1	0
7	0.999745	0.000255216	0.999433		1	0
8	0.999927	7.35182E-05	0.999837		1	0
9	0.999819	0.000181038	0.999598		0.851789474	0.148210526
10	0.86462	0.13538	0.699155		1	0
11	0.992382	0.00761757	0.983072		0.5099631	0.4900369
12	0.999101	0.000898983	0.998002		0.962071481	0.037928519
13	0.903016	0.0969839	0.78448		0.565700185	0.434299815
14	0.997919	0.00208062	0.995376		0.665097116	0.334902884
15	0.981129	0.0188711	0.958064		0.717891611	0.282108389
16	0.999684	0.000316332	0.999297		0.919799499	0.080200501
17	0.0012774	0.998723	0.997161		0.78805395	0.21194605
18	0.918804	0.081196	0.819565		0.751908397	0.248091603
19	0.999415	0.000584602	0.998701		0.666666667	0.333333333
20	0.00244639	0.997554	0.994564		0.703504043	0.296495957
21	0.0383506	0.961649	0.914777		0.256410256	0.743589744
22	0.997836	0.00216363	0.995192		1	0
23	0.999992	7.48983E-06	0.999983		0.976918638	0.023081362
24	0.0444647	0.955535	0.90119		0.511873351	0.488126649
25	0.0326225	0.967377	0.927505		0.717771304	0.282228696
26	0.979251	0.0207491	0.953891		0.714321295	0.285678705
27	5.69553E-05	0.999943	0.999873		0.395470383	0.604529617
28	0.995487	0.0045132	0.989971		0.733858268	0.266141732
29	0.999744	0.000256456	0.99943		0.96969697	0.03030303
30	0.0140662	0.985934	0.968742		0.199776786	0.800223214
31	0.950229	0.0497714	0.889397		0.865237366	0.134762634
32	0.214133	0.785867	0.524149		0.564275397	0.435724603
33	0.425878	0.574122	0.0536039		0.704595186	0.295404814
34	0.988455	0.0115455	0.974344		0.787827352	0.212172648
35	0.978439	0.0215609	0.952087		0.771573604	0.228426396
36	0.999713	0.000287425	0.999361		0.804400978	0.195599022
37	0.934482	0.0655179	0.854405		0.912116679	0.087883321
38	0.999504	0.000496394	0.998897		0.781478298	0.218521702
39	0.950908	0.0490917	0.890907		0.898050139	0.101949861
40	0.00303922	0.996961	0.993246		0.918091809	0.081908191
41	0.00415431	0.995846	0.990768		1	0
42	0.998303	0.00169688	0.996229		1	0
43	0.697576	0.302424	0.327946		0.598574822	0.401425178
44	0.999828	0.000171622	0.999619		0.756711409	0.243288591
45	0.99985	0.00015016	0.999666		1	0
46	0.0301648	0.969835	0.932967		0.502074689	0.497925311
47	0.0731846	0.926815	0.837368		0.244521338	0.755478662
48	0.999924	7.54793E-05	0.999832		1	0
49	0.976489	0.0235113	0.947753		0.689440994	0.310559006
50	0.937535	0.0624649	0.861189		0.748438387	0.251561613
51	0.999993	6.82783E-06	0.999985		1	0
52	0.99623	0.00377016	0.991622		0.927697442	0.072302558
53	0.996878	0.00312162	0.993063		0.965065502	0.034934498
54	0.999942	5.80641E-05	0.999871		1	0
55	0.998142	0.00185799	0.995871		0.788273616	0.211726384
56	0.996167	0.00383304	0.991482		1	0
57	0.997814	0.0021863	0.995142		0.905979381	0.094020619
58	0.97292	0.0270797	0.939823		0.766522989	0.233477011
59	0.999925	7.46884E-05	0.999834		1	0
60	0.978513	0.0214869	0.952251		1	0
61	0.998916	0.00108433	0.99759		1	0
62	0.969091	0.0309089	0.931313		1	0
63	0.564558	0.435442	0.0323513		0.667357708	0.332642292
64	0.99992	7.99454E-05	0.999822		0.65191447	0.34808553
65	0.999989	1.09142E-05	0.999976		1	0
66	0.144229	0.855771	0.679491		0.558396782	0.441603218
67	0.978952	0.0210483	0.953226		0.890909091	0.109090909
68	0.645452	0.354548	0.212115		0.553235908	0.446764092
69	0.999991	8.73344E-06	0.999981		0.962564343	0.037435657
70	0.999987	1.29868E-05	0.999971		1	0
71	0.996707	0.00329261	0.992683		0.817106711	0.182893289
72	0.999444	0.000555628	0.998765		0.972105997	0.027894003
73	0.999951	4.87357E-05	0.999892		1	0
74	0.987916	0.0120843	0.973146		1	0
75	0.998684	0.00131599	0.997076		1	0
76	0.998558	0.00144225	0.996795		0.742268041	0.257731959
77	0.999994	6.53749E-06	0.999986		1	0
78	0.498987	0.501013	0.979734		0.595220314	0.404779686
79	0.770833	0.229167	0.490741		0.745497259	0.254502741
80	0.999991	8.87204E-06	0.99998		0.892055268	0.107944732
81	0.889576	0.110424	0.754613		0.9140625	0.0859375
82	0.991603	0.00839674	0.981341		0.959349593	0.040650407
83	2.06324E-05	0.999979	0.999954		0	1
84	3.62609E-05	0.999964	0.999919		0.327156094	0.672843906
85	0.837877	0.162123	0.639727		0.82055939	0.17944061
86	0.999851	0.000149142	0.999669		0.805194805	0.194805195
87	0.999981	1.86884E-05	0.999958		0.97211572	0.02788428
88	0.998711	0.00128899	0.997136		0.966386555	0.033613445
89	0.99921	0.000790012	0.998244		0.961427194	0.038572806
90	0.999873	0.000126819	0.999718		0.833333333	0.166666667
91	0.91567	0.0843303	0.812599		0.531013616	0.468986384
92	0.55058	0.44942	0.00128799		0.419318182	0.580681818
93	0.998864	0.0011359	0.997476		0.524753651	0.475246349
94	0.995132	0.00486766	0.989183		0.866543095	0.133456905
95	0.999895	0.000105093	0.999766		0.912863071	0.087136929
96	0.999991	9.4426E-06	0.999979		1	0
97	0.984793	0.0152069	0.966207		0.550670885	0.449329115
98	0.998052	0.0019481	0.995671		1	0
99	0.999975	0.000025194	0.999944		1	0
100	0.999956	4.37998E-05	0.999903		1	0
101	0.996504	0.00349584	0.992232		1	0
102	0.999222	0.000778172	0.998271		0.875868918	0.124131082
103	0.995353	0.00464687	0.989674		0.814814815	0.185185185
104	0.989799	0.0102007	0.977332		0.924398625	0.075601375
105	0.9841	0.0159004	0.964666		0.483516484	0.516483516
106	0.988837	0.011163	0.975193		1	0
107	0.999899	0.00010128	0.999775		0.955471827	0.044528173
108	0.999992	7.72194E-06	0.999983		0.974826935	0.025173065
109	0.999889	0.000110954	0.999753		1	0
110	0.999933	6.73933E-05	0.99985		1	0
111	0.998343	0.00165661	0.996319		0.689089418	0.310910582
112	0.997242	0.00275775	0.993872		0.867791842	0.132208158
113	0.97646	0.0235397	0.94769		0.653846154	0.346153846
114	0.997587	0.00241315	0.994638		0.745411486	0.254588514
115	0.911456	0.0885436	0.803236		0.851943755	0.148056245
116	0.967742	0.0322581	0.928315		0.762419006	0.237580994
117	0.999028	0.000971965	0.99784		1	0
118	0.546309	0.453691	0.0738239		0.72345337	0.27654663
119	0.997191	0.00280874	0.993758		0.895833333	0.104166667
120	0.999157	0.000843419	0.998126		0.439069767	0.560930233
121	0.999857	0.000142953	0.999682		0.883630721	0.116369279
122	0.991515	0.00848479	0.981145		0.747089087	0.252910913
123	0.999801	0.000199061	0.999558		1	0
124	0.999759	0.00024143	0.999464		0.896608768	0.103391232
125	0.999691	0.000308859	0.999314		0.743034056	0.256965944
126	0.975288	0.0247122	0.945084		1	0
127	0.99991	9.02107E-05	0.999799		1	0
128	0.992147	0.00785283	0.982549		0.969040248	0.030959752
129	0.900702	0.0992982	0.779337		0.301587302	0.698412698
130	0.999572	0.000428384	0.999048		0.735224586	0.264775414
131	0.000148619	0.999851	0.99967		0.142011834	0.857988166
132	0.99972	0.000279752	0.999378		0.71225457	0.28774543
133	0.995006	0.00499418	0.988902		0.619771863	0.380228137
134	0.999936	6.41189E-05	0.999857		0.814786585	0.185213415
135	0.996294	0.00370629	0.991764		0.708737864	0.291262136
136	0.000691471	0.999309	0.998464		0.32038835	0.67961165
137	0.998966	0.00103454	0.997701		0.73756075	0.26243925
138	0.986216	0.0137841	0.969369		0.887640449	0.112359551
139	0.0317638	0.968236	0.929414		0.668493151	0.331506849
140	0.755779	0.244221	0.457287		1	0
141	0.999455	0.000545072	0.998789		1	0
142	0.929177	0.0708227	0.842616		0.932926829	0.067073171
143	0.999993	7.16485E-06	0.999984		0.990829895	0.009170105
144	0.999154	0.000845838	0.99812		0.912280702	0.087719298
145	0.994398	0.00560169	0.987552		0.766160262	0.233839738
146	0.999991	9.42888E-06	0.999979		0.945945946	0.054054054
147	0.994041	0.00595913	0.986758		1	0
148	0.782023	0.217977	0.515606		0.947368421	0.052631579
149	0.484092	0.515908	0.681838		0.790110468	0.209889532
150	0.543589	0.456411	0.128223		0.397344229	0.602655771
151	0.982933	0.0170669	0.962074		0.79966611	0.20033389
152	0.989839	0.0101615	0.977419		0.684337349	0.315662651
153	0.998692	0.00130818	0.997093		1	0
154	0.999984	1.60755E-05	0.999964		1	0
155	0.999953	4.68117E-05	0.999896		0.893410853	0.106589147
156	0.967083	0.0329173	0.926851		0.791417166	0.208582834
157	0.999989	1.04956E-05	0.999977		1	0
158	0.999944	5.55742E-05	0.999876		0.945382883	0.054617117
159	0.989854	0.010146	0.977453		0.830508475	0.169491525
160	0.999968	3.17064E-05	0.99993		1	0
161	0.999992	7.84049E-06	0.999983		1	0
162	0.366328	0.633672	0.185937		0.607015986	0.392984014
163	0.999836	0.000163958	0.999636		0.822629969	0.177370031
164	0.983536	0.0164639	0.963413		1	0
165	0.000510718	0.999489	0.998865		0.193548387	0.806451613
166	0.998045	0.00195455	0.995657		1	0
167	0.994114	0.005886	0.98692		0.702970297	0.297029703
168	0.706308	0.293692	0.347351		0.923896499	0.076103501
169	0.984826	0.0151739	0.96628		1	0
170	0.998872	0.00112794	0.997493		1	0
171	0.26455	0.73545	0.412111		0.605786618	0.394213382
172	0.252266	0.747734	0.43941		0.46042471	0.53957529
173	0.9999	9.97714E-05	0.999778		0.920322292	0.079677708
174	0.999988	1.15691E-05	0.999974		0.616184971	0.383815029
175	0.948822	0.0511783	0.886271		0	0
176	0.998687	0.00131339	0.997081		0.464285714	0.535714286
177	0.819543	0.180457	0.598983		0.62248996	0.37751004
178	3.22561E-06	0.999997	0.999993		0.031542056	0.968457944
179	0.0199481	0.980052	0.955671		0.187617261	0.812382739
180	0.983305	0.0166952	0.9629		0.841610037	0.158389963
181	0.0314659	0.968534	0.930076		0.721925134	0.278074866
182	0.997701	0.00229894	0.994891		1	0
183	0.999225	0.000775175	0.998277		1	0
